
Host: node47.bme.utexas.edu

Timers On : Tue Mar  3 18:02:00 2020
Timers Off: Tue Mar  3 18:19:26 2020

Wall Time:     1046.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.467u      0.317s      0.856w      1 calls
JK: (A|mn)                          :   1485.533u      3.200s    149.049w      1 calls
JK: (A|Q)^-1/2                      :    264.517u      6.017s     29.136w      1 calls
JK: (Q|mn)                          :   1223.183u      1.217s    123.824w      1 calls
HF: Form core H                     :      0.333u      0.017s      0.037w      1 calls
HF: Form S/X                        :      3.017u      0.067s      0.307w      1 calls
HF: Guess                           :      8.500u      0.267s      0.881w      1 calls
SAD Guess                           :      8.333u      0.267s      0.864w      1 calls
HF: Form G                          :   4740.217u    157.633s    578.894w     15 calls
JK: D                               :      0.433u      0.017s      0.049w     15 calls
JK: USO2AO                          :      0.283u      0.017s      0.029w     15 calls
JK: JK                              :   4738.917u    157.600s    578.759w     15 calls
JK: J                               :    107.250u      0.650s     10.959w     30 calls
JK: J1                              :     52.117u      0.333s      5.356w     30 calls
JK: J2                              :     54.067u      0.300s      5.446w     30 calls
JK: K                               :   4600.533u      2.733s    463.482w     30 calls
JK: K1                              :   2879.917u      0.967s    288.592w     30 calls
JK: K2                              :   1720.350u      1.750s    174.868w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.283u      0.017s      0.029w     15 calls
HF: Form D                          :      0.450u      0.017s      0.047w     15 calls
HF: DIIS                            :     17.767u      1.267s      1.910w     14 calls
DIISManager::add_entry              :      1.517u      0.300s      0.184w     14 calls
DIISManager::extrapolate            :      5.333u      0.917s      0.630w     14 calls
bMatrix setup                       :      2.633u      0.600s      0.321w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      2.700u      0.317s      0.307w     14 calls
HF: Form C                          :     44.633u      0.533s      4.521w     14 calls
DFMP2 Singles                       :      0.467u      0.000s      0.046w      1 calls
DFMP2 Aia                           :   1091.067u     39.050s    144.781w      1 calls
DFMP2 (A|mn)                        :    898.117u      0.517s     89.972w      3 calls
DFMP2 (A|mn)C_mi                    :     94.467u      0.150s      9.476w      3 calls
DFMP2 (A|mi)C_na                    :     73.283u      0.100s      7.347w      3 calls
DFMP2 Aia Write                     :      3.150u      4.400s      3.345w      3 calls
DFMP2 Qia                           :    612.000u     10.633s     70.218w      1 calls
DFMP2 Metric                        :    277.000u      2.450s     28.147w      1 calls
DFMP2 Aia Read                      :      0.017u      1.483s      2.765w      1 calls
DFMP2 (Q|A)(A|ia)                   :    330.883u      0.633s     33.984w      1 calls
DFMP2 Qia Write                     :      0.350u      4.000s      2.544w      1 calls
DFMP2 Energy                        :   2748.817u      5.850s    280.477w      1 calls
DFMP2 Qia Read                      :      1.650u      1.467s      1.886w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.467u      0.317s      0.856w      1 calls
JK: (A|mn)                          :   1485.533u      3.200s    149.049w      1 calls
JK: (A|Q)^-1/2                      :    264.517u      6.017s     29.136w      1 calls
JK: (Q|mn)                          :   1223.183u      1.217s    123.824w      1 calls
HF: Form core H                     :      0.333u      0.017s      0.037w      1 calls
HF: Form S/X                        :      3.017u      0.067s      0.307w      1 calls
HF: Guess                           :      8.500u      0.267s      0.881w      1 calls
| SAD Guess                         :      8.333u      0.267s      0.864w      1 calls
HF: Form G                          :   4740.217u    157.633s    578.894w     15 calls
| JK: D                             :      0.433u      0.017s      0.049w     15 calls
| JK: USO2AO                        :      0.283u      0.017s      0.029w     15 calls
| JK: JK                            :   4738.917u    157.600s    578.759w     15 calls
| | JK: J                           :    107.250u      0.650s     10.959w     30 calls
| | | JK: J1                        :     52.117u      0.333s      5.356w     30 calls
| | | JK: J2                        :     54.067u      0.300s      5.446w     30 calls
| | JK: K                           :   4600.533u      2.733s    463.482w     30 calls
| | | JK: K1                        :   2879.917u      0.967s    288.592w     30 calls
| | | JK: K2                        :   1720.350u      1.750s    174.868w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.283u      0.017s      0.029w     15 calls
HF: Form D                          :      0.450u      0.017s      0.047w     15 calls
HF: DIIS                            :     17.767u      1.267s      1.910w     14 calls
| DIISManager::add_entry            :      1.517u      0.300s      0.184w     14 calls
| DIISManager::extrapolate          :      5.333u      0.917s      0.630w     14 calls
| | bMatrix setup                   :      2.633u      0.600s      0.321w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      2.700u      0.317s      0.307w     14 calls
HF: Form C                          :     44.633u      0.533s      4.521w     14 calls
DFMP2 Singles                       :      0.467u      0.000s      0.046w      1 calls
DFMP2 Aia                           :   1091.067u     39.050s    144.781w      1 calls
| DFMP2 (A|mn)                      :    898.117u      0.517s     89.972w      3 calls
| DFMP2 (A|mn)C_mi                  :     94.467u      0.150s      9.476w      3 calls
| DFMP2 (A|mi)C_na                  :     73.283u      0.100s      7.347w      3 calls
| DFMP2 Aia Write                   :      3.150u      4.400s      3.345w      3 calls
DFMP2 Qia                           :    612.000u     10.633s     70.218w      1 calls
| DFMP2 Metric                      :    277.000u      2.450s     28.147w      1 calls
| DFMP2 Aia Read                    :      0.017u      1.483s      2.765w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    330.883u      0.633s     33.984w      1 calls
| DFMP2 Qia Write                   :      0.350u      4.000s      2.544w      1 calls
DFMP2 Energy                        :   2748.817u      5.850s    280.477w      1 calls
| DFMP2 Qia Read                    :      1.650u      1.467s      1.886w      2 calls

**************************************************************************************

Host: node48.bme.utexas.edu

Timers On : Tue Mar  3 18:02:03 2020
Timers Off: Tue Mar  3 18:25:39 2020

Wall Time:     1416.46 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.517u      0.333s      0.885w      1 calls
JK: (A|mn)                          :   1486.500u      0.233s    148.868w      1 calls
JK: (A|Q)^-1/2                      :    264.617u      4.333s     27.924w      1 calls
JK: (Q|mn)                          :   1140.217u      0.817s    114.410w      1 calls
HF: Form core H                     :      0.650u      0.050s      0.077w      1 calls
HF: Form S/X                        :      3.017u      0.050s      0.307w      1 calls
